course_name,course_url,course_logo_url,category,difficulty,description,rating,enrollment_count
Dive Deep into Python,https://www.coursera.org/learn/dive-deep-into-python,https://s3.amazonaws.com/coursera-course-photos/92/529633eaee4935938e9c50de4baf3c/Dive-Deep-into-Python.jpg,Object Oriented Programming (OOP),BEGINNER,"Data Structures, Python Programming, Programming Principles, File Management, Data Manipulation, Computer Programming, Scripting, Data Transformation",3.6,7
Build a CI/CD Pipeline with Docker: From Code to Deployment,https://www.coursera.org/projects/build-a-cicd-pipeline-with-docker-from-code-to-deployment,https://s3.amazonaws.com/coursera-course-photos/94/e816a058394e4f8cddc617e0c046bc/Modelado-de-datos-con-MySQL-Disenar-una-base-de-datos-6-.png,Docker (Software),INTERMEDIATE,"CI/CD, Application Deployment, Amazon Elastic Compute Cloud, DevOps, Containerization, Cloud Hosting, Spring Boot, Continuous Deployment, Cloud Applications, Cloud Development, Amazon Web Services, Continuous Integration, Development Environment",5,1
Photography Capstone Project,https://www.coursera.org/learn/photography-project,https://s3.amazonaws.com/coursera-course-photos/92/7e0dc0b4d011e5924df12e94b982e7/Coursera-Specialization-Thumbnail-IMG_2026-copy.jpg,Peer Review,INTERMEDIATE,"Project Planning, Constructive Feedback, Project Management, Creativity, Editing, Storytelling, Writing",4.8,555
Toxicology 21: Scientific Applications,https://www.coursera.org/learn/toxicology-21,https://s3.amazonaws.com/coursera-course-photos/09/cf1670deab11e79cc68fdc429b20e2/Tox21_icon.jpg,Product Testing,INTERMEDIATE,"Regulatory Compliance, Environment Health And Safety, Scientific Methods, Research, Environment, Risk Analysis, Mathematical Modeling, Simulation and Simulation Software, Data Mining",4.6,85
"Programming Languages, Part B",https://www.coursera.org/learn/programming-languages-part-b,https://s3.amazonaws.com/coursera-course-photos/64/9607d0528911e6af3d1f5b788773cd/partb_logo_square.png,Other Programming Languages,INTERMEDIATE,"Software Design, Programming Principles, Scripting Languages, Data Structures, Computer Programming, Functional Design, Debugging",4.9,777
Data Science for Professionals,https://www.coursera.org/learn/data-science-for-professionals,https://s3.amazonaws.com/coursera-course-photos/fd/201ee59e544efda81318ef0121762c/13.png,Predictive Modeling,BEGINNER,"Data Visualization, Predictive Analytics, Statistical Analysis, Data Manipulation, Data Analysis, Data Science, Pandas (Python Package), Statistics, Data Wrangling, Data Cleansing, Data-Driven Decision-Making, Business Analytics, Machine Learning",4.7,9
Engaging in Enterprise Growth and Innovation,https://www.coursera.org/learn/engaging-enterprise-growth-innovation,https://s3.amazonaws.com/coursera-course-photos/d4/a9134658cd4fb0b7a221e0bb09bbf2/Coursera_cards_resized-01.png,User Centered Design,BEGINNER,"Innovation, User Research, Digital Transformation, Technology Strategies, Design Thinking, Service Design, Solution Design, Product Design, Business Strategy, Business Development, Growth Strategies, Competitive Analysis, Value Propositions, New Business Development, New Product Development, Healthcare Industry Knowledge, Customer Insights",,0
Reinforcement Learning in Finance,https://www.coursera.org/learn/reinforcement-learning-in-finance,https://s3.amazonaws.com/coursera-course-photos/37/e2ad705d1c11e89d97d1bd932bfd30/Reinforcement-Learning-in-Finance.png,Reinforcement Learning,ADVANCED,"Financial Trading, Financial Market, Derivatives, Markov Model, Risk Modeling, Financial Forecasting, Finance, Financial Modeling, Technical Analysis, Securities Trading, Portfolio Management, Market Dynamics, Machine Learning, Applied Machine Learning, Financial Analysis, Decision Making, Probability & Statistics",3.5,131
NightCafe for Beginners: Create AI Art,https://www.coursera.org/projects/nightcafe-for-beginners-create-ai-art,https://s3.amazonaws.com/coursera-course-photos/2d/7efdc6e2eb434c8a56c2f3f84c46c8/images.jpg,Generative AI,BEGINNER,"Editing, Artificial Intelligence, Graphical Tools, Creativity, Content Creation, Innovation",,0
Dataplex by Google Cloud ,https://www.coursera.org/learn/dataplex-google-cloud,https://s3.amazonaws.com/coursera-course-photos/6d/df8b4ad9744c4bb7ee05012adbc5a6/Dataplex-by-Google-Cloud.png,Data Lakes,INTERMEDIATE,"Cloud Management, Data Governance, Google Cloud Platform, Data Integration, Data Warehousing, Data Management, Data Infrastructure, Data Processing, Metadata Management, Data Pipelines, Analytics, Data Security, IT Automation, Identity and Access Management",3.6,5
The Art and Science of Self Leadership,https://www.coursera.org/learn/the-art-and-science-of-self-leadership,https://s3.amazonaws.com/coursera-course-photos/e2/428796a64f4143a92d05469ce719a0/rt-Science-of-Self-Leadership.png,Self-Awareness,BEGINNER,"Conflict Management, Personal Development, Emotional Intelligence, Interpersonal Communications, Collaboration, Empathy, Relationship Building, Professional Development, Visionary, Leadership, Adaptability, Communication",4.5,2
Sustainable Business Strategies,https://www.coursera.org/learn/sustainable-business-strategies,https://s3.amazonaws.com/coursera-course-photos/98/a447a758f44fd5a6b0b53afeb52864/BATCH-6-1200X1200-8-.png,Sustainability Reporting,BEGINNER,"Environmental Social And Corporate Governance (ESG), Corporate Sustainability, Business Ethics, Business Strategies, Business Operations, Operational Efficiency, Business Risk Management, Business Metrics, Supplier Performance Management, Waste Minimization, Environment and Resource Management, Supply Chain Management, International Financial Reporting Standards, Key Performance Indicators (KPIs)",4.6,7
GenAI for Back-End Web Developers,https://www.coursera.org/learn/genai-for-back-end-web-developers,https://s3.amazonaws.com/coursera-course-photos/10/8aa506654b4b028a42a1da521d90be/Batch-7-1200-x-1200-px-2-.png,Database Management,INTERMEDIATE,"Back-End Web Development, Generative AI, API Design, Application Programming Interface (API), Databases, Web Development, Server Side, Application Performance Management, SQL, Artificial Intelligence",5,1
Master C# and SQL by Building Applications,https://www.coursera.org/learn/packt-master-c-and-sql-by-building-applications-xd2sn,https://s3.amazonaws.com/coursera-course-photos/47/77e4a9dfdc440b9e2d0751c15c7b01/V16947.jpg,Microsoft SQL Servers,INTERMEDIATE,"Stored Procedure, Database Management, SQL, Databases, C# (Programming Language), Database Design, Development Environment, User Interface (UI), Development Testing, Application Deployment, Microsoft Visual Studio, Application Development, Software Design, Data Access, JSON, Software Design Patterns, Extensible Markup Language (XML)",,0
Deep Learning Frameworks and Neural Networks Simplified,https://www.coursera.org/learn/deep-learning-frameworks-and-neural-networks-simplified,https://s3.amazonaws.com/coursera-course-photos/12/351c9115164984bdfc081c0c6f6a7e/Course-3_Course.jpg,Deep Learning,BEGINNER,"Tensorflow, Keras (Neural Network Library), Artificial Neural Networks, Artificial Intelligence and Machine Learning (AI/ML), Application Frameworks, Artificial Intelligence, Network Model, Machine Learning",,0
Machine Learning: Regression,https://www.coursera.org/learn/ml-regression,https://s3.amazonaws.com/coursera-course-photos/ce/a819904d0011e5831033199a566ffe/gears-818461_1280.jpg,Regression Analysis,MIXED,"Predictive Modeling, Supervised Learning, Statistical Modeling, Applied Machine Learning, Machine Learning Algorithms, Feature Engineering, Machine Learning, Statistical Methods, Dimensionality Reduction, Python Programming, Data Validation",4.8,5574
Ruby Fundamentals and Basic Programming Concepts,https://www.coursera.org/learn/packt-ruby-fundamentals-and-basic-programming-concepts-oiwfl,https://s3.amazonaws.com/coursera-course-photos/ac/815667cdba4074ac7daf9b768369a4/image17.jpg,Ruby (Programming Language),BEGINNER,"Object Oriented Programming (OOP), Computer Programming, Programming Principles, Development Environment, Scripting Languages, Computational Logic, Software Installation, Debugging, Command-Line Interface",5,4
Introduction to Financial Planning and Wealth Management,https://www.coursera.org/learn/careers-in-financial-planning-and-wealth-management,https://s3.amazonaws.com/coursera-course-photos/bd/90776371b546a6aa83a3b21a82b527/Union-Mark_navy-large.png,Wealth Management,BEGINNER,"Financial Services, Financial Planning, Compensation Management, Client Services, Risk Analysis, Job Analysis, Market Research",4.8,9
Administración financiera y su función en la empresa ,https://www.coursera.org/learn/admonfinanciera,https://s3.amazonaws.com/coursera-course-photos/c3/1f53e13be647928858edae554104c8/Finanzas-1.jpg,Financial Statement Analysis,INTERMEDIATE,"Financial Statements, Financial Management, Corporate Finance, Performance Measurement, Financial Data, Capital Budgeting, Financial Analysis, Budgeting, Financial Modeling, Balance Sheet, Profit and Loss (P&L) Management, Financial Planning, Cash Flows, Stakeholder Management, Performance Analysis, Business Ethics",4.8,1692
Build an AI Travel Agent App with OpenAI,https://www.coursera.org/projects/build-an-ai-travel-agent-app-with-openai,https://s3.amazonaws.com/coursera-course-photos/14/1e804d831d448ca8937264f04743a5/travel-gp.jpg,Back-End Web Development,INTERMEDIATE,"Front-End Web Development, HTML and CSS, User Interface (UI), Generative AI, Web Applications, Application Programming Interface (API), Figma (Design Software), OpenAI, Real Time Data, Artificial Intelligence",5,2
Mixing and Completing Your Music Production,https://www.coursera.org/learn/mixing-and-completing-your-music-production,https://s3.amazonaws.com/coursera-course-photos/60/d12a4d8cd248f5b7e9f3b18065f2cb/GrammyGO_coursera_StevieMackey_Marketing_1200x600.jpg,Post-Production,BEGINNER,"Collaboration, Media Production, Metadata Management, Editing, Electronic Media",3,1
Projeto Aplicado - Introdução a Gestão de Projetos,https://www.coursera.org/learn/iniciacao-planejamento-de-projetos,https://s3.amazonaws.com/coursera-course-photos/79/458ae0f22211e7b2cb879756dda3aa/26_PRODUTO_Pequeno.png,Work Breakdown Structure,MIXED,"Timelines, Project Management, Project Documentation, Project Planning, Cost Estimation, Scheduling, Budgeting, Risk Management, Writing, Accountability, Peer Review",4.7,82
Product Design and UX/UI Fundamentals,https://www.coursera.org/learn/xbox-product-design-and-uxui-fundamentals,https://s3.amazonaws.com/coursera-course-photos/3e/138d9e7b4c46dba3b69c6f824013d1/Course_4_Logo.jpg,User Story,BEGINNER,"User Interface (UI), User Interface and User Experience (UI/UX) Design, Usability, Design Thinking, Mockups, Usability Testing, Wireframing, User Experience, User Centered Design, User Feedback, Prototyping, Figma (Design Software)",5,3
Formación de adolescentes centrada en la relación,https://www.coursera.org/learn/formacion-de-adolescentes,https://s3.amazonaws.com/coursera-course-photos/15/23a4ade3794a6395dd36411144c3d3/course_image.jpg,Emotional Intelligence,BEGINNER,"Parent Communication, Rapport Building, Stress Management, Empathy, Relationship Building, Self-Awareness, Human Development, Behavior Management, Active Listening, Communication",5,3
Programación y presupuesto del proyecto,https://www.coursera.org/learn/riesgos-cambios-proyectos,https://s3.amazonaws.com/coursera-course-photos/a3/2fe0005bff11e582f7d5db40419dbb/foto_adm_proy_gestion_riesgos_960x410.jpg,Cost Management,MIXED,"Project Controls, Project Schedules, Earned Value Management, Cost Estimation, Project Estimation, Budget Management, Timelines, Scheduling, Project Planning, Budgeting, Performance Measurement, Project Management, Resource Allocation, Key Performance Indicators (KPIs), Work Breakdown Structure, Resource Management, Forecasting",4.8,1590
DFSS for the 6 σ Black Belt,https://www.coursera.org/learn/dfssforthesixsigmablackbelt,https://s3.amazonaws.com/coursera-course-photos/97/dab2bc23cc491d9007ae20b353c0cf/Square-Course8.png,Process Improvement,MIXED,"Six Sigma Methodology, Lean Six Sigma, Knowledge Transfer, Continuous Improvement Process, Lean Manufacturing, Statistical Process Controls, Quality Management, Process Design, Design and Product, Probability & Statistics",4.2,27
Psychology of the Self ,https://www.coursera.org/learn/psychology-of-the-self,https://s3.amazonaws.com/coursera-course-photos/f3/0767b27bc74a91babec12c928a3d33/The_Self_-1200x600-.png,Self-Awareness,BEGINNER,"Self-Discipline, Personal Development, Psychology, Self-Motivation, Emotional Intelligence, Cultural Diversity, Resilience, Goal Setting, Behavior Management, Critical Thinking, Research",5,3
Java Enterprise Edition,https://www.coursera.org/specializations/java-ee,https://d15cw65ipctsrr.cloudfront.net/9d/e1d045180242ae94d3cc1ec6a03537/JavaEE800x800.jpeg,Java Platform Enterprise Edition (J2EE),INTERMEDIATE,"Application Deployment, Web Applications, Application Servers, Java, Object-Relational Mapping, Application Development, Web Servers, Scripting Languages, Scripting, Server Side, Data Storage, Web Services, Session Initiation Protocols, Web Development, Hypertext Markup Language (HTML), Distributed Computing, Extensible Languages and XML, Network Protocols, Transaction Processing",4.6,200
Java Servlet Pages (JSPs),https://www.coursera.org/learn/java-servlet-pages,https://s3.amazonaws.com/coursera-course-photos/31/70774ceb8b4322a816eb15d0ba9e5e/JavaEE800x800.png,Java Platform Enterprise Edition (J2EE),INTERMEDIATE,"Scripting Languages, Scripting, Java, Server Side, Web Development, Hypertext Markup Language (HTML), Web Applications, Extensible Languages and XML",4.7,91
Experimental Methods in Systems Biology,https://www.coursera.org/learn/experimental-methods,https://s3.amazonaws.com/coursera-course-photos/60/01cbf07d6b11e396d72d067a587519/Experimental_methods_logo.png,Quantitative Research,MIXED,"Bioinformatics, Analysis, Model Based Systems Engineering, Science and Research, Systems Analysis, Biostatistics, Scientific Methods, Life Sciences, Image Analysis, Medical Science and Research, Research Methodologies",4.5,310
